transaction_id,utr_number,bank_id,amount,timestamp,sender_id,receiver_id,device_type,upi_app,location,hour,is_weekend,is_night,transaction_velocity,account_age_days,receiver_age_days,is_new_receiver,failed_attempts_24h,is_fraud
4630,UPI17109156,Bank B,556.38,2025-12-24 22:25:00,17573,29692,web,Paytm,Chennai,22,0,1,0.176,595,353,0,0,0
7190,UPI31613292,Bank B,1488.07,2025-11-30 09:47:00,17724,33552,web,GPay,Bangalore,9,1,0,0.456,497,378,0,1,0
5668,UPI14740434,Bank B,919.31,2026-01-12 12:15:00,13807,40576,mobile,Paytm,Bangalore,12,0,0,0.443,914,128,1,0,0
5944,UPI92986124,Bank B,3316.85,2025-10-25 14:10:00,20031,34542,web,PhonePe,Hyderabad,14,1,0,0.288,945,225,0,1,0
4093,UPI76940133,Bank B,4717.69,2026-01-15 00:54:00,19676,38888,mobile,PhonePe,Bangalore,0,0,1,0.294,722,184,0,1,0
7189,UPI44025265,Bank B,8481.85,2025-11-20 22:57:00,10273,37693,mobile,GPay,Delhi,22,0,1,0.629,536,254,1,0,1
5803,UPI77032437,Bank B,1754.43,2026-02-03 01:56:00,14426,39821,mobile,Paytm,Bangalore,1,0,1,0.175,1274,44,1,0,0
7635,UPI67143681,Bank B,2921.57,2026-01-14 15:02:00,24818,32796,mobile,PhonePe,Pune,15,0,0,0.378,292,97,0,1,0
7316,UPI80947759,Bank B,4506.28,2025-12-10 15:16:00,19196,40157,mobile,GPay,Hyderabad,15,0,0,0.474,191,216,1,1,0
5014,UPI84464862,Bank B,1537.33,2026-01-31 03:53:00,15102,27783,mobile,BHIM,Mumbai,3,1,1,0.535,1026,345,0,3,0
4505,UPI65745856,Bank B,6412.75,2025-11-11 16:41:00,17417,28406,web,PhonePe,Pune,16,0,0,0.111,225,421,0,0,0
4405,UPI50957758,Bank B,3208.11,2025-12-05 12:01:00,13580,27213,mobile,BHIM,Bangalore,12,0,0,0.238,350,155,0,1,0
5177,UPI77267179,Bank B,376.35,2026-01-16 04:48:00,20774,29511,mobile,PhonePe,Mumbai,4,0,1,0.202,592,211,0,0,0
5063,UPI12800543,Bank B,3826.88,2026-02-25 03:22:00,17376,36031,mobile,Paytm,Hyderabad,3,0,1,0.314,462,589,0,1,0
6499,UPI67062396,Bank B,2990.0,2025-12-30 15:59:00,10172,29524,mobile,GPay,Delhi,15,0,0,0.303,443,444,0,0,0
6900,UPI89143742,Bank B,4124.3,2026-02-06 04:17:00,14902,39905,mobile,Paytm,Delhi,4,0,1,0.14,254,553,0,2,0
4817,UPI48878371,Bank B,877.5,2026-03-22 19:28:00,22388,25266,mobile,GPay,Chennai,19,1,0,0.393,440,178,0,1,0
5404,UPI39783118,Bank B,4073.61,2026-02-23 23:21:00,22054,34975,mobile,PhonePe,Mumbai,23,0,1,0.191,463,70,0,0,0
4641,UPI76277114,Bank B,249.43,2025-10-13 19:07:00,22658,27788,mobile,GPay,Mumbai,19,0,0,0.168,373,101,0,0,0
6366,UPI25743948,Bank B,1889.95,2026-03-25 06:53:00,17061,33485,mobile,PhonePe,Mumbai,6,0,0,0.225,405,118,0,1,0
5100,UPI39167142,Bank B,4248.02,2026-02-23 20:30:00,15760,33176,mobile,Paytm,Chennai,20,0,0,0.327,155,134,0,1,0
5703,UPI95728761,Bank B,300.15,2026-02-11 14:49:00,11252,26160,mobile,PhonePe,Hyderabad,14,0,0,0.17,901,252,0,0,0
4786,UPI90086052,Bank B,5271.34,2025-10-16 00:46:00,15965,26667,mobile,Paytm,Chennai,0,0,1,0.257,334,613,0,0,0
6413,UPI51798211,Bank B,566.19,2025-10-30 07:49:00,22882,39510,web,GPay,Pune,7,0,0,0.676,255,183,0,4,0
5386,UPI67242550,Bank B,1015.58,2026-02-27 12:44:00,22746,31125,web,Paytm,Delhi,12,0,0,0.808,94,337,1,2,0
7736,UPI78587658,Bank B,1381.38,2026-03-15 00:05:00,22911,36277,mobile,GPay,Delhi,0,1,1,0.478,211,59,1,1,1
4309,UPI16198152,Bank B,5052.39,2025-10-31 23:45:00,11909,28527,mobile,PhonePe,Chennai,23,0,1,0.18,709,107,0,1,0
5366,UPI71285653,Bank B,410.71,2026-03-02 04:19:00,23065,39002,web,Paytm,Chennai,4,0,1,0.34,638,236,0,0,0
5584,UPI83745473,Bank B,1030.13,2026-01-28 02:36:00,20230,34989,mobile,GPay,Mumbai,2,0,1,0.638,456,394,0,2,0
5426,UPI36727746,Bank B,1851.9,2026-02-21 00:36:00,14022,31813,web,BHIM,Mumbai,0,1,1,0.661,314,89,0,1,0
4129,UPI53882944,Bank B,1678.19,2026-02-25 18:59:00,16060,28629,mobile,Paytm,Bangalore,18,0,0,0.474,564,24,0,0,0
4843,UPI53935100,Bank B,2158.67,2025-11-06 09:22:00,24899,39472,mobile,Paytm,Bangalore,9,0,0,0.195,1355,548,1,1,0
7283,UPI82250731,Bank B,3347.64,2026-01-23 16:16:00,13672,41237,mobile,Paytm,Mumbai,16,0,0,0.464,580,397,1,1,0
7621,UPI10393688,Bank B,4467.15,2026-02-18 22:13:00,15763,36740,mobile,Paytm,Mumbai,22,0,1,0.573,430,272,0,0,0
7467,UPI86417949,Bank B,1412.5,2026-01-12 10:43:00,15497,32300,mobile,PhonePe,Mumbai,10,0,0,0.587,634,190,0,4,0
5764,UPI48484550,Bank B,5068.64,2025-10-28 16:21:00,16380,36907,mobile,BHIM,Bangalore,16,0,0,0.577,391,125,1,0,0
6467,UPI62355124,Bank B,5015.83,2025-10-29 09:17:00,19150,30034,mobile,Paytm,Bangalore,9,0,0,0.257,1014,112,0,1,0
4254,UPI23849468,Bank B,2343.18,2025-12-27 10:42:00,23012,33568,mobile,GPay,Chennai,10,1,0,0.292,103,597,0,3,1
4376,UPI46928794,Bank B,9755.74,2026-02-15 22:39:00,14232,31302,mobile,Paytm,Mumbai,22,1,1,0.428,187,157,0,0,0
7086,UPI87309840,Bank B,2178.63,2026-02-28 06:06:00,15758,25041,mobile,PhonePe,Mumbai,6,1,0,0.293,413,416,0,0,0
7458,UPI58802405,Bank B,3065.4,2026-02-19 01:39:00,20249,32754,mobile,Paytm,Mumbai,1,0,1,0.197,434,243,0,0,0
5021,UPI18681605,Bank B,3097.28,2025-12-06 02:44:00,23801,38755,mobile,PhonePe,Mumbai,2,1,1,0.084,499,87,0,0,0
6840,UPI14863694,Bank B,2409.79,2025-10-28 13:52:00,13975,28992,mobile,PhonePe,Delhi,13,0,0,0.491,359,110,1,3,0
7602,UPI85090171,Bank B,2359.95,2026-02-28 14:53:00,15538,38520,mobile,GPay,Mumbai,14,1,0,0.242,811,356,0,0,0
4873,UPI50334915,Bank B,252.15,2026-01-11 17:27:00,10852,35573,mobile,BHIM,Delhi,17,1,0,0.399,1142,874,0,0,0
5848,UPI32393473,Bank B,5006.57,2025-10-18 13:56:00,16866,27963,mobile,GPay,Delhi,13,1,0,0.626,700,83,0,2,0
5139,UPI46739879,Bank B,804.78,2025-11-24 23:42:00,10832,29862,mobile,PhonePe,Hyderabad,23,0,1,0.164,426,130,1,0,0
5101,UPI84563247,Bank B,6387.74,2026-02-16 11:26:00,17635,37565,mobile,BHIM,Delhi,11,0,0,0.167,567,940,0,0,1
4421,UPI88979414,Bank B,2459.13,2025-12-15 21:37:00,16848,35526,mobile,PhonePe,Hyderabad,21,0,0,0.338,235,260,0,1,0
4314,UPI91514937,Bank B,1853.59,2025-10-30 06:08:00,20653,30827,mobile,Paytm,Hyderabad,6,0,0,0.404,249,96,0,0,0
6683,UPI65488017,Bank B,2541.55,2025-11-30 15:42:00,12351,40365,mobile,GPay,Bangalore,15,1,0,0.4,505,81,1,0,1
7690,UPI43873181,Bank B,3473.19,2026-01-31 17:01:00,15706,41060,mobile,GPay,Mumbai,17,1,0,0.165,700,470,0,0,0
4694,UPI87884067,Bank B,1501.51,2026-03-03 22:19:00,15395,31643,mobile,PhonePe,Chennai,22,0,1,0.132,478,118,0,0,0
5839,UPI37085713,Bank B,467.27,2026-01-25 02:20:00,13813,33072,mobile,BHIM,Mumbai,2,1,1,0.206,738,258,0,0,0
4868,UPI13899518,Bank B,5885.04,2026-02-14 14:11:00,19138,41111,mobile,GPay,Mumbai,14,1,0,0.26,553,274,1,0,0
5266,UPI62552418,Bank B,5895.53,2026-03-23 21:02:00,21876,26389,mobile,GPay,Pune,21,0,0,0.692,200,242,0,1,0
6190,UPI76657277,Bank B,1300.35,2025-10-17 18:55:00,16898,33573,mobile,Paytm,Chennai,18,0,0,0.483,413,106,0,0,0
7445,UPI46764353,Bank B,4854.97,2025-11-25 00:24:00,10704,41335,mobile,PhonePe,Chennai,0,0,1,0.376,179,107,0,1,1
6878,UPI42206481,Bank B,3020.63,2026-03-06 18:11:00,16675,39104,mobile,GPay,Hyderabad,18,0,0,0.666,301,154,0,1,0
4468,UPI73540031,Bank B,1024.52,2025-12-13 21:08:00,14593,34829,mobile,PhonePe,Hyderabad,21,1,0,0.18,1212,190,0,0,0
4098,UPI14333887,Bank B,6031.38,2025-12-31 17:08:00,14973,38698,mobile,Paytm,Bangalore,17,0,0,0.559,118,241,1,0,0
7338,UPI68410963,Bank B,1904.97,2026-03-28 04:14:00,20984,39981,mobile,PhonePe,Mumbai,4,1,1,0.336,422,144,0,1,1
4157,UPI36092627,Bank B,102.94,2026-02-23 04:18:00,18231,37071,mobile,PhonePe,Delhi,4,0,1,0.161,243,383,0,0,0
7135,UPI47056472,Bank B,1594.89,2025-11-03 14:44:00,19458,35974,mobile,PhonePe,Hyderabad,14,0,0,0.487,917,157,0,1,0
5212,UPI82873844,Bank B,4626.91,2026-01-07 15:54:00,24923,30126,mobile,PhonePe,Hyderabad,15,0,0,0.265,368,578,0,2,0
4681,UPI53375804,Bank B,835.94,2025-11-08 09:37:00,19578,26043,mobile,PhonePe,Pune,9,1,0,0.21,694,126,0,1,0
6364,UPI42349269,Bank B,4424.48,2025-10-29 18:50:00,24622,30607,mobile,Paytm,Delhi,18,0,0,0.285,413,71,0,1,0
4465,UPI29699318,Bank B,4384.44,2026-01-03 19:39:00,22648,28480,mobile,Paytm,Bangalore,19,1,0,0.279,207,306,0,0,0
6508,UPI14774203,Bank B,8630.21,2026-01-29 05:46:00,19234,35147,mobile,GPay,Delhi,5,0,1,0.185,143,465,1,0,1
7638,UPI10059294,Bank B,346.55,2025-10-02 14:33:00,21879,34907,mobile,GPay,Mumbai,14,0,0,0.169,1301,157,0,1,0
6128,UPI82511661,Bank B,803.68,2026-03-19 17:47:00,13499,28959,mobile,BHIM,Bangalore,17,0,0,0.293,131,153,0,0,0
5573,UPI73878840,Bank B,2342.01,2025-12-25 20:12:00,20284,26080,mobile,Paytm,Delhi,20,0,0,0.28,373,308,1,0,0
7699,UPI86373625,Bank B,2286.41,2026-03-04 17:05:00,17027,39682,mobile,Paytm,Hyderabad,17,0,0,0.182,548,247,0,0,0
6312,UPI84060650,Bank B,777.72,2026-02-18 08:38:00,17405,26152,mobile,GPay,Pune,8,0,0,0.569,466,203,1,2,1
7262,UPI46257709,Bank B,177.98,2026-02-26 08:29:00,12099,29438,mobile,GPay,Delhi,8,0,0,0.381,383,147,0,0,0
6189,UPI78042710,Bank B,474.05,2025-10-01 06:41:00,23063,32985,mobile,GPay,Mumbai,6,0,0,0.194,725,73,0,0,0
6456,UPI42793244,Bank B,1700.78,2026-01-27 10:20:00,24507,31434,mobile,BHIM,Bangalore,10,0,0,0.275,1434,935,1,0,0
5029,UPI25367025,Bank B,835.44,2026-02-17 20:54:00,23121,32512,mobile,PhonePe,Mumbai,20,0,0,0.698,797,81,0,1,0
4411,UPI12911526,Bank B,6384.42,2026-03-05 00:18:00,18217,40646,web,PhonePe,Hyderabad,0,0,1,0.374,273,344,0,1,0
5701,UPI45691922,Bank B,1071.94,2025-12-24 19:03:00,24573,34159,mobile,BHIM,Mumbai,19,0,0,0.398,260,93,0,1,0
6831,UPI43708712,Bank B,219.94,2025-10-04 07:53:00,12628,28073,mobile,PhonePe,Pune,7,1,0,0.66,686,237,1,1,0
6907,UPI73879490,Bank B,2984.28,2026-01-12 19:57:00,23684,26486,mobile,Paytm,Mumbai,19,0,0,0.485,664,281,1,0,0
7172,UPI64698185,Bank B,1931.21,2025-11-24 03:06:00,19709,28882,web,GPay,Delhi,3,0,1,0.428,244,294,1,0,1
5399,UPI93548525,Bank B,3310.14,2025-10-28 11:46:00,11075,32923,web,GPay,Mumbai,11,0,0,0.193,890,178,0,0,0
7173,UPI41897991,Bank B,2403.64,2025-10-26 15:51:00,20487,40396,mobile,Paytm,Mumbai,15,1,0,0.584,211,352,0,1,0
5532,UPI61605360,Bank B,369.51,2025-10-22 02:50:00,17361,28194,mobile,GPay,Mumbai,2,0,1,0.29,364,152,1,1,0
4920,UPI38145075,Bank B,11837.93,2026-02-27 14:19:00,11224,35647,mobile,Paytm,Bangalore,14,0,0,0.629,355,174,0,0,0
7069,UPI85427047,Bank B,5290.44,2026-02-25 11:01:00,17070,32066,mobile,PhonePe,Bangalore,11,0,0,0.209,353,725,0,0,0
4925,UPI90965134,Bank B,214.14,2026-03-10 07:48:00,14501,40411,mobile,GPay,Mumbai,7,0,0,0.482,216,422,0,0,0
7061,UPI37567232,Bank B,405.08,2026-01-29 15:46:00,13112,29029,mobile,GPay,Mumbai,15,0,0,0.169,317,286,0,0,0
4607,UPI51995476,Bank B,1033.7,2025-12-11 08:48:00,15474,28457,mobile,GPay,Bangalore,8,0,0,0.217,484,132,1,0,0
5717,UPI65261861,Bank B,7413.16,2025-12-14 18:39:00,18316,33901,mobile,Paytm,Bangalore,18,1,0,0.281,231,106,0,3,0
7404,UPI86494442,Bank B,8759.7,2026-03-23 21:37:00,16380,26334,web,GPay,Mumbai,21,0,0,0.515,269,347,0,2,1
7756,UPI90082449,Bank B,1483.6,2026-01-14 17:16:00,16277,41575,mobile,GPay,Mumbai,17,0,0,0.35,962,217,0,0,0
6516,UPI15574089,Bank B,978.9,2026-01-13 11:53:00,21811,32634,mobile,GPay,Delhi,11,0,0,0.504,761,154,0,0,0
5636,UPI72813708,Bank B,835.75,2026-03-08 22:32:00,22524,33352,mobile,Paytm,Chennai,22,1,1,0.225,678,298,0,1,0
4709,UPI68090502,Bank B,399.48,2025-12-08 23:18:00,17940,28051,mobile,GPay,Hyderabad,23,0,1,0.611,1028,105,0,3,0
4839,UPI12878465,Bank B,3883.26,2026-03-05 06:35:00,16869,30122,mobile,GPay,Pune,6,0,0,0.311,426,369,0,1,0
5581,UPI66759008,Bank B,6473.02,2026-03-02 13:27:00,15845,33948,mobile,GPay,Chennai,13,0,0,0.106,892,55,0,1,0
7093,UPI67621975,Bank B,2388.96,2026-03-01 01:19:00,21648,41640,mobile,GPay,Chennai,1,1,1,0.591,1170,138,0,2,0
6464,UPI71789794,Bank B,1672.65,2025-12-24 09:29:00,19038,31762,mobile,GPay,Bangalore,9,0,0,0.526,391,318,0,1,0
7196,UPI85670603,Bank B,172.89,2026-01-02 03:18:00,17723,40298,mobile,Paytm,Mumbai,3,0,1,0.436,301,300,0,0,0
7248,UPI37059439,Bank B,210.79,2025-10-07 06:56:00,19301,39324,mobile,Paytm,Bangalore,6,0,0,0.19,416,699,0,0,0
7710,UPI20810051,Bank B,5742.61,2025-11-28 17:12:00,21313,41104,mobile,Paytm,Mumbai,17,0,0,0.226,915,103,0,0,0
6593,UPI94427365,Bank B,2583.76,2026-02-04 12:14:00,13319,36869,mobile,PhonePe,Hyderabad,12,0,0,0.498,359,123,0,3,0
5282,UPI38909334,Bank B,4931.69,2026-01-10 04:28:00,20205,37548,mobile,PhonePe,Chennai,4,1,1,0.361,575,471,0,1,0
5837,UPI41287310,Bank B,1338.43,2026-01-11 18:44:00,18664,33090,mobile,Paytm,Bangalore,18,1,0,0.455,824,69,0,1,0
6388,UPI86636474,Bank B,152.23,2026-01-01 05:44:00,17573,25481,mobile,Paytm,Bangalore,5,0,1,0.279,63,76,0,0,0
7734,UPI51031626,Bank B,1108.95,2026-02-23 17:42:00,10860,37584,mobile,BHIM,Pune,17,0,0,0.428,743,236,0,2,0
5909,UPI66269349,Bank B,2376.95,2026-02-20 11:46:00,20640,40299,mobile,BHIM,Mumbai,11,0,0,0.316,477,284,0,1,0
4608,UPI24495659,Bank B,1233.1,2025-12-23 03:58:00,14752,25097,mobile,GPay,Delhi,3,0,1,0.471,334,103,0,2,0
6250,UPI51080787,Bank B,11051.41,2025-11-06 00:46:00,12879,34091,web,GPay,Pune,0,0,1,0.294,714,243,1,1,1
7444,UPI38766647,Bank B,7276.97,2026-03-02 05:06:00,21339,36891,mobile,PhonePe,Mumbai,5,0,1,0.201,301,336,0,3,0
5580,UPI67528816,Bank B,2207.82,2025-11-20 02:48:00,10776,27566,mobile,PhonePe,Bangalore,2,0,1,0.275,146,119,0,0,1
7700,UPI85833527,Bank B,4665.84,2025-10-03 15:35:00,11967,32542,mobile,Paytm,Pune,15,0,0,0.152,1072,304,0,0,0
4951,UPI65350278,Bank B,5920.81,2025-11-18 21:54:00,14686,33235,mobile,BHIM,Hyderabad,21,0,0,0.535,554,334,0,0,0
